游戏名称,上架平台,游戏类型,上架时间,开发者,备注,访问链接
口袋战争,手机和平板,角色扮演,2025/08/15,广西茶语科技有限公司深圳西乡分公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.chayukj.kdzz.huawei
火柴人格斗家,手机和平板,动作射击,2025/08/15,沈阳纵艺科技有限公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.zongyi.hmhcrgdj.huawei
海盗冒险,手机(平板可下载),经营策略,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.hdmx.huawei
欢乐水杯填充,手机(平板可下载),休闲益智,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.hlsbtc.hap.huawei
空中竞赛,手机(平板可下载),动作射击,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.kzjs.hap.huawei
克隆人战争,手机(平板可下载),经营策略,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.klrzz.hap.huawei
忍者酷跑,手机(平板可下载),休闲益智,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.rzkp.hap.huawei
割绳子,手机(平板可下载),休闲益智,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.gsz.hap.huawei
救治猫咪,手机(平板可下载),休闲益智,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.jzmm.hap.huawei
冒险之路,手机(平板可下载),休闲益智,2025/08/15,南京爱拉风软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.mxzl.hap.huawei
火柴人经典版,手机(平板可下载),休闲益智,2025/08/15,海南合创共响网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hcgx.hcrjdbhm.huawei
樱花小镇公主,手机(平板可下载),休闲益智,2025/08/15,厦门叶秋原网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.yhxzgz.huawei
露露世界理发店,手机(平板可下载),休闲益智,2025/08/15,厦门叶秋原网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.lululfd.huawei
樱花学院闯关,手机和平板,休闲益智,2025/08/15,厦门市冰天信息科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmbthm.yhxycg.huawei
逃离恐怖怪物模拟,手机和平板,角色扮演,2025/08/15,厦门市冰天信息科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmbthm.tlkbgwmn.huawei
上车大作战,手机和平板,休闲益智,2025/08/15,深圳市四海软件有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sihai.shangchedzzhm.huawei
疯狂对战模拟器,手机(平板可下载),休闲益智,2025/08/15,广州琛泰科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.fkdzmnq.hm.huawei
吃货大联盟,手机(平板可下载),休闲益智,2025/08/15,广州琛泰科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.chdlm.hm.huawei
山海经房间安静书,手机(平板可下载),休闲益智,2025/08/15,深圳乐乐无限科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.llwx.shjfjajshap.huawei
僵尸与射手,手机(平板可下载),动作射击,2025/08/15,深圳峻冉信息技术有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sga.jsysshm.huawei
我真不是塔防,手机(平板可下载),休闲益智,2025/08/15,深圳峻冉信息技术有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.lyb.wzbstfhm.huawei
豆腐女孩我最高,手机(平板可下载),休闲益智,2025/08/14,深圳市引力乐园科技有限公司,08/17新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ylly.dfnhwzg.hm.huawei
脑筋大爆炸,手机(平板可下载),休闲益智,2025/08/14,南京乐游互娱科技有限公司,08/17新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wshr.njdbzhm.huawei
宝石大战,手机(平板可下载),休闲益智,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.bsdz.hap.huawei
贪吃绿蛇,手机(平板可下载),休闲益智,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.tcls.hap.huawei
超高速模拟器,手机(平板可下载),体育竞速,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.cgsmnq.hap.huawei
小怪物上钩,手机(平板可下载),休闲益智,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.xgwsg.hap.huawei
跑酷达人,手机(平板可下载),动作射击,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.pkdr.hap.huawei
雷电X天启,手机(平板可下载),动作射击,2025/08/14,南京山羊软件技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.ldx.hap.huawei
地牢求生2,手机和平板,角色扮演,2025/08/14,成都冰蛙游戏有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.frozenfrog.Dungeon2Oh.HUAWEI
开枱广东麻将,手机和平板,棋牌桌游,2025/08/14,深圳市哈米游科技有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hamiyou.ktgdmj.huawei
变异生物进化,手机(平板可下载),休闲益智,2025/08/14,深圳月升沧海信息技术有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ysch.byswjhhm.huawei
机甲巨兽战场对决,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wy.jjjszcdjhm.huawei
爆笑三国村,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wyry.bxsgchm.huawei
机甲变异争霸,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wshr.jjbyzbhmhm.huawei
天使制作人,手机和平板,休闲益智,2025/08/14,厦门喵千层科技有限公司,08/16新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.melemoe.tianshizzr.huawei
模拟超市经营,手机和平板,经营策略,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.mncsjy.huawei
消灭麻将大作战,手机和平板,休闲益智,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.xmmjdzz.huawei
植物挑战怪兽,手机和平板,休闲益智,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.zwtzgs.huawei
逃离池核,手机和平板,休闲益智,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.tlch.huawei
疯狂公交车,手机和平板,体育竞速,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.fkgjc.huawei
恐怖奶奶模拟,手机和平板,角色扮演,2025/08/14,厦门准确科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.igame.xmzqhm.kbnnmn.huawei
霸总逆袭记,手机(平板可下载),休闲益智,2025/08/14,海南合创共响网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hcgx.bznxjhm.huawei
卡皮巴拉消消,手机(平板可下载),休闲益智,2025/08/14,厦门叶秋原网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.kpxx.huawei
梦幻仙女机关书,手机(平板可下载),休闲益智,2025/08/14,厦门叶秋原网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.mhxn.huawei
公主爱打扫,手机(平板可下载),休闲益智,2025/08/14,厦门叶秋原网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.akibastudio.gzads.huawei
整蛊小姐姐2,手机(平板可下载),休闲益智,2025/08/14,深圳市时间坊贸易有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sjf.zgxjj2.app.huawei
旅猫梦幻空岛,手机和平板,休闲益智,2025/08/14,厦门喵千层科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.melemoe.lvmaokdao.huawei
灾变大逃亡,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.lyb.zbdtwhm.huawei
超格斗机甲进化,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.cgdjjjhhm.huawei
萌蛇大行动,手机(平板可下载),休闲益智,2025/08/14,深圳无界互娱网络有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.wj.msdxdhm.huawei
莉莉公主换装少女,手机(平板可下载),休闲益智,2025/08/14,厦门梅普露网络科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.maple.liligirl.huawei
冷血狙击之王,手机(平板可下载),休闲益智,2025/08/14,深圳月升沧海信息技术有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.sga.lxjjzwhm.huawei
我做题贼溜,手机(平板可下载),休闲益智,2025/08/14,深圳月升沧海信息技术有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ysch.wztzlhm.huawei
疏通水管,手机(平板可下载),休闲益智,2025/08/14,南京山羊软件技术有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.goat.stsg.hap.huawei
你想解压吗,手机(平板可下载),休闲益智,2025/08/14,长沙乐之游科技有限公司,08/15新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.lzy.nxjym.hap.huawei
遮天：凡尘一叶,手机和平板,角色扮演,2025/08/14,上海游斐网络科技有限公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.yofijoy.zhetian_harmonyos
坠落守望者,手机(平板可下载),经营策略,2025/08/14,湖北久久玩网络科技有限责任公司,游戏中心预约-1,https://appgallery.huawei.com/app/detail?id=com.hbjjw.zlswz.hmservice
麻将经典对对碰,手机(平板可下载),休闲益智,2025/08/14,广州琛泰科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.mjjdddp.hm.huawei
彩绳拼图,手机(平板可下载),休闲益智,2025/08/14,广州琛泰科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.cspt.hm.huawei
赚它一个亿,手机(平板可下载),休闲益智,2025/08/14,广州琛泰科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.ztygy.hm.huawei
养个小乖乖,手机(平板可下载),休闲益智,2025/08/14,广州琛泰科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.ygxgg.hm.huawei
没事我只会躺,手机(平板可下载),休闲益智,2025/08/14,广州琛泰科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.mswzht.hm.huawei
小黄快跑,手机和平板,体育竞速,2025/08/14,广州悦道信息科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hm.xhkp.huawei
指尖方块消消乐,手机(平板可下载),休闲益智,2025/08/14,南京爱拉风软件有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.zjfkxxl.hap.huawei
海洋生存,手机(平板可下载),角色扮演,2025/08/14,南京爱拉风软件有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.hysc.hap.huawei
叠加战士,手机(平板可下载),动作射击,2025/08/14,南京爱拉风软件有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ilovephone.djzs.hap.huawei
捉鬼敢死队,手机(平板可下载),休闲益智,2025/08/14,深圳峻冉信息技术有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.ch.zggsdhm.huawei
我只是个小兵,手机(平板可下载),休闲益智,2025/08/14,深圳任何网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.rh.wzsgxbhm.huawei
我在厂里做螺丝,手机(平板可下载),休闲益智,2025/08/14,深圳任何网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.hzftl.wzclzlshm.huawei
疯狂求升精英,手机(平板可下载),休闲益智,2025/08/14,深圳任何网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.rh.fkqsjyhm.huawei
智商不在服务区,手机(平板可下载),休闲益智,2025/08/14,广州市嘉腾科技信息有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.zsbzfwq.hm.huawei
怪兽大冒险,手机(平板可下载),休闲益智,2025/08/14,广州市嘉腾科技信息有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.gsdmx.hm.huawei
元宇宙大冒险,手机(平板可下载),休闲益智,2025/08/14,广州市嘉腾科技信息有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.yyzdmx.hm.huawei
超级躲避蛇,手机(平板可下载),休闲益智,2025/08/14,广州市嘉腾科技信息有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.cjdbs.hm.huawei
解密大逃亡,手机(平板可下载),休闲益智,2025/08/14,广州市嘉腾科技信息有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.game.jmdtw.hm.huawei
动物都是圆滚滚,手机(平板可下载),休闲益智,2025/08/14,深圳市济川科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.jc.dwdsygg.hm.huawei
虫虫向前冲,手机(平板可下载),休闲益智,2025/08/14,厦门有橘子网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.ccxqc.huawei
卡皮个巴拉,手机(平板可下载),休闲益智,2025/08/14,厦门有橘子网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.kpgbl.huawei
勇者冲呀,手机(平板可下载),休闲益智,2025/08/14,厦门有橘子网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.yzcy.huawei
过气萝卜刀,手机(平板可下载),休闲益智,2025/08/14,厦门有橘子网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.gqlbd.huawei
托卡小镇模拟,手机(平板可下载),经营策略,2025/08/14,厦门有橘子网络科技有限公司,08/14新鲜游戏列表上新,https://appgallery.huawei.com/app/detail?id=com.tangerinestudio.tkxzmn.huawei
